"jurisdiction_of_occurrence","mmwryear","mmwrweek","weekendingdate","allcause","naturalcause","septicemia_a40_a41","malignant_neoplasms_c00_c97","diabetes_mellitus_e10_e14","alzheimer_disease_g30","influenza_and_pneumonia_j10","chronic_lower_respiratory","other_diseases_of_respiratory","nephritis_nephrotic_syndrome","symptoms_signs_and_abnormal","diseases_of_heart_i00_i09","cerebrovascular_diseases","flag_otherresp","flag_inflpn","flag_nephr","flag_sept","flag_diab","flag_otherunk","flag_alz","flag_clrd","flag_stroke","flag_hd","flag_neopl"
"New Hampshire","2016","17","2016-04-30T00:00:00.000","205","187",NA,"39",NA,"10",NA,"12",NA,"0",NA,"43",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)",NA,NA
"New Hampshire","2016","18","2016-05-07T00:00:00.000","212","193",NA,"42",NA,NA,NA,NA,NA,NA,NA,"56","11","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA
"New Hampshire","2016","19","2016-05-14T00:00:00.000","215","197",NA,"54",NA,"10",NA,NA,NA,NA,NA,"53","10","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA,NA
"New Hampshire","2016","20","2016-05-21T00:00:00.000","213","191",NA,"41",NA,NA,NA,"15",NA,NA,NA,"52","11","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA,NA
"New Hampshire","2016","21","2016-05-28T00:00:00.000","211","184",NA,"44",NA,NA,NA,"15",NA,NA,NA,"46","11","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA,NA
"New Jersey","2014","21","2014-05-24T00:00:00.000","1338","1261","34","296","41","33","30","64","32","31","21","316","87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Hampshire","2016","22","2016-06-04T00:00:00.000","208","188",NA,"46",NA,NA,NA,"16",NA,NA,NA,"50",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"New Hampshire","2016","23","2016-06-11T00:00:00.000","219","198",NA,"55",NA,NA,NA,"18",NA,NA,"0","48",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"New Hampshire","2016","24","2016-06-18T00:00:00.000","191","175","0","50",NA,NA,"0","11",NA,NA,NA,"46","10","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA,NA
"New Hampshire","2016","25","2016-06-25T00:00:00.000","222","202",NA,"61",NA,NA,NA,"15",NA,NA,NA,"55",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"New Hampshire","2016","26","2016-07-02T00:00:00.000","234","214",NA,"53",NA,NA,NA,"15",NA,NA,NA,"51","18","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA,NA
"New Hampshire","2016","27","2016-07-09T00:00:00.000","222","201",NA,"45",NA,"10",NA,"11",NA,NA,NA,"54",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)",NA,NA
"New Hampshire","2016","28","2016-07-16T00:00:00.000","193","170",NA,"52",NA,NA,NA,"14",NA,NA,NA,"34",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"New Hampshire","2016","29","2016-07-23T00:00:00.000","235","215",NA,"59",NA,NA,NA,"15",NA,NA,NA,"46","12","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA,NA
"New Hampshire","2016","30","2016-07-30T00:00:00.000","235","204","0","59",NA,NA,NA,"10",NA,NA,NA,"47","10","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA,NA
"New Hampshire","2016","31","2016-08-06T00:00:00.000","204","179",NA,"57",NA,NA,NA,"10",NA,"0",NA,"43","11","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA,NA
"New Hampshire","2016","32","2016-08-13T00:00:00.000","206","191",NA,"43",NA,"10",NA,"15",NA,NA,"0","48","12","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA,NA,NA,NA
"New Hampshire","2016","33","2016-08-20T00:00:00.000","217","190",NA,"50",NA,NA,NA,"15",NA,NA,NA,"47",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"New Hampshire","2016","34","2016-08-27T00:00:00.000","216","194",NA,"52",NA,"10",NA,"13",NA,NA,NA,"37","10","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA,NA,NA
"New Hampshire","2016","35","2016-09-03T00:00:00.000","199","162",NA,"42",NA,NA,NA,"10",NA,NA,NA,"36",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"New Hampshire","2016","36","2016-09-10T00:00:00.000","224","196",NA,"58",NA,"10",NA,"10",NA,NA,"0","45",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA,"Suppressed (counts 1-9)",NA,NA
"New Hampshire","2016","37","2016-09-17T00:00:00.000","244","214",NA,"48",NA,"13",NA,"14","10",NA,NA,"43",NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)",NA,NA
"New Hampshire","2016","38","2016-09-24T00:00:00.000","223","202",NA,"53",NA,NA,NA,"12",NA,NA,NA,"46",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"New Hampshire","2016","39","2016-10-01T00:00:00.000","222","193",NA,"54",NA,NA,NA,NA,NA,NA,NA,"58",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"New Hampshire","2016","40","2016-10-08T00:00:00.000","255","219",NA,"46",NA,NA,NA,"13",NA,NA,NA,"55","12","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA,NA
"New Hampshire","2016","41","2016-10-15T00:00:00.000","227","207",NA,"45",NA,NA,NA,"12",NA,NA,NA,"59","10","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA,NA
"New Hampshire","2016","42","2016-10-22T00:00:00.000","227","207",NA,"56",NA,NA,NA,"16",NA,NA,NA,"38",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"New Hampshire","2016","43","2016-10-29T00:00:00.000","241","216",NA,"65",NA,NA,NA,"12",NA,NA,NA,"53","10","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA,NA
"New Hampshire","2016","44","2016-11-05T00:00:00.000","223","198",NA,"50",NA,NA,NA,"16",NA,NA,"0","49",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"New Hampshire","2016","45","2016-11-12T00:00:00.000","227","204",NA,"49","10",NA,NA,"13",NA,NA,NA,"43",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"New Hampshire","2016","46","2016-11-19T00:00:00.000","220","201",NA,"47",NA,NA,NA,"10",NA,NA,NA,"59",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"New Hampshire","2016","47","2016-11-26T00:00:00.000","243","221",NA,"58",NA,NA,NA,NA,NA,NA,NA,"52",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"New Hampshire","2016","48","2016-12-03T00:00:00.000","223","196",NA,"44",NA,"13",NA,NA,NA,NA,NA,"46",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"New Hampshire","2016","49","2016-12-10T00:00:00.000","252","229",NA,"68",NA,NA,NA,"14",NA,NA,NA,"54","12","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA,NA
"New Hampshire","2016","50","2016-12-17T00:00:00.000","243","223",NA,"58","11",NA,NA,"11",NA,NA,NA,"49","14","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA,NA
"New Hampshire","2016","51","2016-12-24T00:00:00.000","247","219",NA,"58",NA,NA,NA,"21",NA,NA,NA,"43",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"New Hampshire","2016","52","2016-12-31T00:00:00.000","252","234",NA,"56",NA,"12",NA,"18",NA,NA,NA,"62",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)",NA,NA
"New Hampshire","2017","1","2017-01-07T00:00:00.000","235","206","0","33",NA,NA,NA,"17",NA,NA,NA,"61","10","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA,NA
"New Hampshire","2017","2","2017-01-14T00:00:00.000","274","246",NA,"49",NA,NA,NA,"18",NA,"0",NA,"62","19","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA,NA
"New Hampshire","2017","3","2017-01-21T00:00:00.000","244","225",NA,"49",NA,NA,NA,"11",NA,NA,"0","61","10","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA,NA,NA
"New Hampshire","2017","4","2017-01-28T00:00:00.000","240","220",NA,"52","11","10",NA,"13",NA,NA,NA,"58",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)",NA,NA
"New Hampshire","2017","5","2017-02-04T00:00:00.000","250","226",NA,"47",NA,NA,NA,"17",NA,NA,NA,"55",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"New Hampshire","2017","6","2017-02-11T00:00:00.000","259","240",NA,"57",NA,"13",NA,"15",NA,NA,NA,"60","10","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA,NA,NA
"New Hampshire","2017","7","2017-02-18T00:00:00.000","262","241",NA,"55",NA,"10",NA,"18",NA,NA,"0","58","14","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA,NA,NA,NA
"New Hampshire","2017","8","2017-02-25T00:00:00.000","250","230",NA,"56",NA,"10",NA,"14",NA,NA,NA,"58","10","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA,NA,NA
"New Hampshire","2017","9","2017-03-04T00:00:00.000","247","225",NA,"56",NA,NA,NA,"17",NA,NA,NA,"55",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"New Hampshire","2017","10","2017-03-11T00:00:00.000","276","253",NA,"49","10",NA,NA,"18",NA,NA,NA,"72","10","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA,NA
"New Hampshire","2017","11","2017-03-18T00:00:00.000","233","206",NA,"35",NA,"11",NA,"15",NA,NA,NA,"55",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)",NA,NA
"New Hampshire","2017","12","2017-03-25T00:00:00.000","229","216",NA,"41",NA,NA,"12","10",NA,NA,NA,"51","12","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA,NA
"New Hampshire","2017","13","2017-04-01T00:00:00.000","234","214",NA,"49","10",NA,NA,"12",NA,NA,NA,"55",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"New Hampshire","2017","14","2017-04-08T00:00:00.000","245","208",NA,"51",NA,NA,NA,"16",NA,NA,NA,"41",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"New Hampshire","2017","15","2017-04-15T00:00:00.000","219","202",NA,"52",NA,"10",NA,"12",NA,NA,NA,"43","10","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA,NA,NA
"New Hampshire","2017","16","2017-04-22T00:00:00.000","250","230",NA,"44",NA,"10",NA,"17",NA,NA,NA,"58","15","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA,NA,NA
"New Hampshire","2017","17","2017-04-29T00:00:00.000","240","215",NA,"55",NA,NA,NA,"10","10",NA,NA,"54",NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"New Hampshire","2017","18","2017-05-06T00:00:00.000","238","199",NA,"48",NA,"11",NA,"15",NA,NA,NA,"41","10","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA,NA,NA
"New Hampshire","2017","19","2017-05-13T00:00:00.000","234","213",NA,"70",NA,"14",NA,"13",NA,"0",NA,"45",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)",NA,NA
"New Hampshire","2017","20","2017-05-20T00:00:00.000","222","198",NA,"49",NA,NA,NA,NA,NA,NA,"0","47","12","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA
"New Hampshire","2017","21","2017-05-27T00:00:00.000","190","164",NA,"37",NA,NA,NA,"15",NA,NA,NA,"40",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"New Hampshire","2017","22","2017-06-03T00:00:00.000","227","205",NA,"55",NA,NA,NA,"15",NA,NA,NA,"52","10","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA,NA
"New Hampshire","2017","23","2017-06-10T00:00:00.000","224","198",NA,"60",NA,NA,NA,"12",NA,NA,NA,"52",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"New Jersey","2014","22","2014-05-31T00:00:00.000","1317","1248","20","297","33","21","21","63","20","37","21","366","59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Hampshire","2017","24","2017-06-17T00:00:00.000","234","207",NA,"51",NA,NA,NA,"23",NA,NA,NA,"52",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"New Hampshire","2017","25","2017-06-24T00:00:00.000","210","190",NA,"50",NA,NA,NA,"13",NA,NA,"0","40","10","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA,NA,NA
"New Hampshire","2017","26","2017-07-01T00:00:00.000","222","199",NA,"43",NA,NA,NA,"19",NA,NA,NA,"42",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"New Hampshire","2017","27","2017-07-08T00:00:00.000","236","209",NA,"47",NA,"13",NA,NA,NA,NA,NA,"55","12","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA,NA
"New Hampshire","2017","28","2017-07-15T00:00:00.000","210","182",NA,"43",NA,NA,NA,"10",NA,NA,NA,"37","11","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA,NA
"New Hampshire","2017","29","2017-07-22T00:00:00.000","236","203",NA,"61",NA,NA,NA,"12",NA,NA,NA,"43","10","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA,NA
"New Hampshire","2017","30","2017-07-29T00:00:00.000","219","200",NA,"56",NA,NA,NA,NA,NA,NA,NA,"55",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"New Hampshire","2017","31","2017-08-05T00:00:00.000","253","225",NA,"54",NA,NA,NA,"11",NA,NA,NA,"57",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"New Hampshire","2017","32","2017-08-12T00:00:00.000","241","218","0","54","10",NA,NA,"12",NA,NA,NA,"47",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"New Hampshire","2017","33","2017-08-19T00:00:00.000","234","211","0","51",NA,NA,NA,"19",NA,NA,NA,"45","13","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA,NA
"New Hampshire","2017","34","2017-08-26T00:00:00.000","224","208",NA,"47",NA,NA,NA,"15",NA,NA,"0","44","13","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA,NA,NA
"New Hampshire","2017","35","2017-09-02T00:00:00.000","234","208","0","63",NA,NA,NA,NA,NA,NA,"0","48",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
